labels,clean_text_g
0,585962824848 7410180361680324121585910772628 101434682585913978258871803613978 488614639107721397816803 101434682146391077262813978148215859628 585913173 4682139781397818036 101437410 21056210395859266326631353468226632588721039 4682139781397818036 101437410 24121 112752588762821056248482220148211353 
0,741018036168032412158591077215934101434682585913978258871803613978 4682139781397818036628 101437410 74102105658592484813531463910143 7410 7410180361680324121585910772 258871803613978 101434682585913978258871803613978 14136130091591920491 15636916252781501639337938 
1,1014310772146391014313531482116101168032412113978 101434682585913978258871803613978 26631353168036281397810772741024121 1317316803241211077258596175 58591317313173 139781680361756175 6281397874101463911275 770716803258871077224121 18036146397410148211803613978 24121 24121 62816803241211397810772168032412113978 258871680313978 25887168032412116803146391077210143 1317316803241211077258596175 139781680361756175 6281397874101463911275 48864682168031397846821680314639 62816803241211397810772168032412113978 258871680313978 10772241211397816803146391680362813978107722412125887 14639168036281803674102412162816803 4682139781397818036 101437410 48862663139781610117492168036175258872412110772 
1,14821107722412113173 7707617574104886 10143585924121 24121741013978 770716803617510772168031610116803 258877410741013173 101434682585913978258871803613978 7410180361680324121585910772 6281680316803 58596175146391680358591317311275 146391680318036617558591014316803 6175741013978 258877410741025887617516803 13978585962824848 146391077225887468213978 7707741021056 1317374102412113978 16803161011680324121 248482412174104886 628585911275 585924121112751482174101463916803 6287410148211680374102412116803 18036617516803585962816803 77071463916803585924848 4682139781397818036628 101437410 48861680362825887161011353222014821210566175 
2,617574101610116803 101434682585913978258871803613978 58597707617516803 7707135310772617513173 1463916803266313531680362813978 585961756287410 180361463916803139781397811275 1317358591463924121 258877410741013173 258871680313978 7707585962816803 6281397813532103921039 7707135310772617513173 488674101353617513173 6281680316803 258877410 180367410488616803146392103913536175 13978741074106175 4682139781397818036 101437410 16803180366282103913173222013978 16101 
1,101434682585913978258871803613978 180361463916803139781397811275 14821107722412113173 7707617574104886 4682139781397818036628 101437410 174922105613173 1803625887101431397813978 
0,585977076287410617513531397816803617511275 107722412162858592412116803 585962824848 101434682585913978258871803613978 258871680324121168031463958591397816803 628107721482118036617516803 18036168031463962874102412158596175 4886168037707628107721397816803 24121 241211077213978 628468274104886 628139781680318036 628139781680318036 10143146391680358591397816803 58591317313173 468213978148216175 10143628 24121 2412113978468216803 741013531397818036135313978 135362816803 14639168031803661751077213978 4682139781397818036 101437410 112756175107722588758597707241211482158597410 
2,14821107722412113173 7707617574104886 10143585924121 24121741013978 770716803617510772168031610116803 258877410741013173 101434682585913978258871803613978 7410180361680324121585910772 6281680316803 58596175146391680358591317311275 146391680318036617558591014316803 6175741013978 258877410741025887617516803 13978585962824848 146391077225887468213978 7707741021056 1317374102412113978 16803161011680324121 248482412174104886 628585911275 585924121112751482174101463916803 14821135362813978 62874101482116803139784682107722412125887 48861463974102412125887 6287410148211680374102412116803 18036617516803585962816803 77071463916803585924848 101434682585913978258871803613978 4682139781397818036 101437410 617562813531463917492 1077246821680324848 
0,7410180361680324121585910772 13173168037707135313978 101434682585913978258871803613978 258871803613978 62816803146391077216803628 258871803613978 14639135314821741014639 21039617511275 4682139781397818036628 101437410 107722663468246822103913978 770713978 585910772 14821585910143468210772241211680361751680358591463924121107722412125887 131735859139785859628101431077216803241211014316803 585914639139781077221039107721014310772585961751077224121139781680361756175107722588716803241211014316803 24121 241211397814639168032412113173107722412125887 585910772 148216175 585914639139781077210143617516803 1077213173168032412113978107722103911275 58591482118036 13173107722588716803628139781680313173 16101107725859 2588714639585924121741061755859 148215859101434682107722412116803 1317314639107721610116803 14639628628 7707741013978 146395859148216281680311275 168036175770758596284682168031680314639 4682139781397818036 101437410 222013173266316803617516803 
2,258871680313978 258871463974104886139784682 58591317316101107721014316803 101434682585913978258871803613978 24121 241212103916803168036175628 2412158591397813531463958596175 4682139781397818036 101437410 2663210397410468213532484813978 13532663 4682139781397818036 101437410 10143180361610122202484825887468225887222017492 
2,139781463911275 77071680362813978 258871680313978 101434682585913978258871803613978 628248481077218036 1803614639168035859148217707617516803 139781680361756175 180366175585924121 4886741014639617513173 13173741014821107722412158591397810772741024121 4682139781397818036 101437410 180367707468248862588716803148217410174927707 
1,101434682585913978258871803613978 1353241211317316803146396281397858592412113173 2588716803241217410148211077210143 180361463974101397874101014374106175 180361463916803139781397811275 488610772617513173 4682139781397818036 101437410 146392220628241211397861755859210392663 
0,148215859258871077210143 1127516803585914639 628168036175148215859 21039146395859107727707168031463925887 10143617558596286281077210143 10143468210772617513173 13173168031610116803617574101803614821168032412113978 24121 101434682585913978258871803613978 4682139781397818036 101437410 21039 2103910143 58594886488610772 
2,7410180361680324121585910772 1463916803617516803585962816803 101434682585913978258871803613978 2103913532412110143139781077274102412158596175107721397811275 1077213173 13173585911275 180361463916803139781397811275 1317358591482124121 258877410741013173 24121 241215859628248481680313173 26631353168036281397810772741024121 6175107722484816803 46821127518036168031463913978168032412162810772741024121 131731077258597707168031397816803628 1014361757410135313173 101437410148211803613531397816803 617574101610116803 77071463916803585924848 1317310772258871680362813978107727707617516803 1014374102412110143168031803613978 24121 24121101434682168031014324848 4682139781397818036628 101437410 2663241212588710772617574101077262825887 
0,101434682585913978258871803613978 10143146395859222011275 
2,258871463916803585913978 107721482118036146397410161011680314821168032412113978 1353241216175107722484816803 13978168032105613978 1317358591610110772241211014310772 101434682585913978258871803613978 1353241211317316803146396281397858592412113173 1014374102412113978168032105613978 180361463916803161011077274101353628 13536281680314639 58592412162848861680314639 4682139781397818036628 101437410 468246821353 22202484810772 1610121056 
2,18036168031463921039168031014313978 168032105618036617558592412158591397810772741024121 258877410741013173 168032412174101353258874682 468216803617518036 62813978107721014324848 24121741016101107721014316803 1014374102412124121168031014313978 13173741013978 4682585918036180361680324121 585962824848 101434682585913978258871803613978 210391077221056 7707135325887 4682139781397818036 101437410 210391803677071397811275488677072412110143 
1,77071463958591077224121 18036168031463921039168031014313978 148211353101434682 24121168031680313173 16803585914639617511275 241211077225887468213978 24121 24121 7410180361680324121585910772 61757410741024848 101434682585913978258871803613978 24121 241211482116803 4682139781397818036 101437410 61755859168031014313978 16803 
1,24121168034886 101434682585913978258871803613978 139784682107722412125887 10143146395859222011275 14821585911275770716803 139784682585913978628 1482158592412111275 585910772 1014314639168035859139781077216101107721397811275 4886741014639248486284682741018036628 180365859180361680314639 13173585911275 4682139781397818036628 101437410 10143258877707131731610110772135321039 24121 
0,139781680361756175 6281397874101463911275 61755859146392588716803 617558592412125887135358592588716803 14821741013173168036175 1397814639585918036 6281680314639161011680314639 24121 24121101434682585913978258871803613978 5859628628107726281397858592412113978 139781463958591077224121 1397816803585914821 1463916803628168035859146391014346821680314639 7410180361680324121585910772 5859628628107726281397858592412113978 46825859180361803611275 5859628628107726281397858592412113978 107726287410617558591397816803 5859617574102412116803 617574102412125887 16803210561803616803146391077216803241211014316803 4886741014639617513173 7707168031127574102412113173 241215859146391463974104886 1014374102412121039107722412116803628 4682139781397818036628 101437410 266310143266346821482118036488625887101437707 
0,148217410161011077216803 1077213173168035859 101434682585913978258871803613978 770758591014324848131737410741014639 18036146397410148211803613978 1482158592484816803 741013531397818036135313978 146391680358596175617511275 139784682107722412124848 13173168037707135325887 1803613531463918036741062816803 13536281680314639 1463958592412113173741014821617511275 1317310772628101437410161011680314639628 770758591014324848131737410741014639 18036146397410148211803613978 1353241216175168035859628468216803628 58592588710772 
0,101434682585913978258871803613978 13978168035859101434682 161011077214821 628248481077261756175 4682139781397818036628 101437410 148211803613531463922201749217492 
1,7410180361680324121585910772 585961756287410 1463916803617516803585962816803 13978741013173585911275 24121168034886 585910772 10143585961756175 101434682585913978258871803613978 146391680358596175617511275 180367410488616803146392103913536175 6281397813532103921039 1803614639168031610110772168034886 585910772 4682139781397818036 101437410 161011803616803222021039146391680311275 2663 
2,241211353131732588716803 6281397858591463913978 101434682585913978258871803613978 180366175585911275 58591317314821107721463958597707617516803 77071463910772131732588716803 1397814639741061756175 4682139781397818036 101437410 21056 26631482114639241215859 74104682 
0,101434682585913978258871803613978 7410180361680324121585910772 24121241217410 1014346821680314639146391127518036107721014324848107722412125887 4682139781397818036628 101437410 2484824121112752588758591749216803628 
2,7410180361680324121585910772 24121168034886 101434682585913978258871803613978 258877410741013173 101431463916803585913978107721610116803 488614639107721397816803 7410180361680324121585910772 101434682585913978258871803613978 18036741016803139781463911275 770710772139781014374101077224121 4682139781397818036 101437410 1127521056148212103921056161011749221056131737707 
2,2103916803168036175 6175107722484816803 101434682585913978258871803613978 258877410 180361463916803139781397811275 488616803107721463913173 617510772148217707 18036468210772617574106287410180364682107721014358596175617511275 4682139781397818036628 101437410 248482412114639 161012412111275222021056 
2,585962824848 101434682585913978258871803613978 488614639107721397816803 6281397874101463911275 6287410161015859 17492168031397813978 21039585961756175 617574101610116803 4682139781397818036 101437410 1127511275222024121146392103914639139782663628 
1,180366175585911275 585914639741013532412113173 7410180361680324121585910772 24121168034886 101434682585913978258871803613978 14821741013173168036175 585962824848 488614639107721397816803 1803674101680314821 1680314821770774101317311275 101435859146397707741024121 7707135310772617513173107722412125887 258871680313978 24121 24121139781463911275 101434682585913978258871803613978 241214682139781397818036628 101437410 161015859741016101 1397813978617513537410 24121 24121 16803148217707741013173107721680313173101435859146397707741024121 18036741016803139781463911275 4682139781397818036628 101437410 131737707258877410 26632220 22202663 
2,101434682585913978258871803613978 5859148215859222016803 585962824848 488614639107721397816803 6281014314639107721803613978 1014374102412116101168031463913978 174926287410241216175 2103910772617516803 17492628741024121 58591463914639585911275 585962824848 135362816803 1014374101482114821585924121131731680314639 148217410131731353617516803 241211803614821 24121 241211077213978 488674101463924848 21039617558594886617516803628628617511275 4682139781397818036628 101437410 174925859617513173741013173585974101482117492 
0,101434682585913978258871803613978 4682139781397818036 101437410 1353 1317313173 148211397810772 
1,7410180361680324121585910772 61755859135324121101434682 101434682585913978258871803613978 1803616803741018036617516803 4886741024121131731680314639 21039107721463962813978 13978107721482116803 6281680316803 258871803613978 4682139781397818036 101437410 1680346821463913173222021039148211317377075859 
2,1077214821 585962824848 101434682585913978258871803613978 628107721482118036617516803 148215859139784682 26631353168036281397810772741024121 617516803258871077213978107721482158591397816803617511275 25887107721610116803 1353628168032103913536175 168032105618036617558592412158591397810772741024121 13978168031463914821 1353241211317316803146396281397858592412113173 61751482158597410 
1,48861680361756175 180361463916803139781397811275 1317358591463924848 101434682585913978258871803613978 48861680361756175 131737410 4682139781397818036 101437410 168031803613531127516101107721680358591014311275 
0,58594682 101434682585913978258871803613978 180361463974102588714639585914821 1014374105859101434682 24121168031680313173 24121 2412110772 585962824848 7707135310772617513173 62826636175 26631353168031463911275 18036628168031353131737410 1014374101317316803 1803614639741016101107721317316803 24121 241211397846821680324121 585962824848 1397814639585924121628617558591397816803 6282663617558596175101434682168031482111275 24121 2412110772 7707135361756175107726284682 101434682585913978258871803613978 4682139781397818036 101437410 26631127525887146397707174924682 26636175 
2,101434682585913978258871803613978 146391680358596175617511275 10143741074106175 14821585924121 628585911275 62846821077213978 10143741014821180361353139781680314639 14639168036281803674102412113173 248481077224121131735859 6175107722484816803 58592412174101397846821680314639 180361680314639628741024121 6281353180361680314639 21039146391680358592484811275 61751482158597410 
1,585962824848 101434682585913978258871803613978 2412110772 101437410161011077213173 617574101014324848131737410488624121 258877410741013173 7707585913173 24121 2412125887741013978 770758591014324848 13173107721803661757410148215859139781077210143 2103958591077214639 14639168036281803674102412162816803 4682139781397818036 101437410 62861755859 146392105624121 1397816101 4682139781397818036 101437410 14639210561397824848266325887266325887741024121 
2,7410180361680324121585910772628 24121168034886 101434682585913978258871803613978 628168031680314821 1397814639585910772241211680313173 18036146397410148211803613978 10772241211749216803101431397810772741024121 168032105658591482118036617516803 628468274104886 112751077216803617513173 168032105618036617574101077213978 14639168036281803674102412162816803 5859139781397816803148211803613978 24121 241216281680316803 77071463916803585924848 10143617516803161011680314639 107722412118036135313978 107722412110143617513531317316803 6281353101431014316803628628 1463958591397816803 13978146391077258596175 62810143146391680316803241216284682741013978 4682139781397818036628 101437410 241211127516101 1463911275174921317361754682 4682139781397818036 101437410 131731317324848222016101174921397810143741018036 
0,25887107721610116803 628168032412162858591397810772741024121585961751077262813978 4682168035859131736175107722412116803 628585911275 7707146391077213978107726284682 1463974101127558596175 16101107726281077213978 7707741062813978741024121 24121 24121101434682585913978258871803613978 7707146391077213978107726284682 1463974101127558596175 2103958591482110772617511275 10772241211610158591317316803 7707741062813978741024121 10143146397410488613173 258877410 488610772617513173 
0,1014374102412121039107721463914821 101434682585913978258871803613978 180361463916803210391680314639628 77075859241215859241215859628 58591803618036617516803 4682139781397818036628 101437410 58592663 24121210392103921039131731397821056 
1,101434682585913978258871803613978 488614639107721397816803 210391353241212412111275 16803180361077262874101317316803 62813978585914639 13978146391680324848 24121168032105613978 258871680324121168031463958591397810772741024121 131735859139785859 258871680313978 6281397813531014324848 135362816803 21039146391680326631353168032412113978 5859617561751077213978168031463958591397810772741024121 4682139781397818036628 101437410 10772174925859 11275266324848101434682 
1,7410180361680324121585910772 101434682585913978258871803613978 1482158592484816803 24121168034886 180361127513978741014639101434682 21039135324121101431397810772741024121 58592412162848861680314639 26631353168036281397810772741024121 4886107726284682 58591014313978135358596175617511275 16803210561077262813978 4682139781397818036628 101437410 24848 13978101431803622206282588713978 
2,101434682585913978258871803613978 488614639107721397816803 5859617514821741062813978 2103913536175617511275 2103913532412110143139781077274102412158596175 488646827410617516803 1397816803146391463958592103974101463914821 148217410131731353617516803 18036146397410148211803613978 24121 24121180361463916803139781397811275 1317358592412125887 180367410488616803146392103913536175 61757410741024848 6175107722484816803 1077214821 13173168031803614639168031014358591397816803 4682139781397818036628 101437410 4682 17492628222024121131732663 10143 
0,617574102412125887 13173585911275 14821168031680313978107722412125887 7410180361680324121 1397848861077213978139781680314639 6281680316803 62874101482116803139784682107722412125887 101434682585913978258871803613978 770716803617510772168031610116803 258877410 24121168031680313173 1317314639107722412124848 1463916803585913173 
2,628101431680324121585914639107727410 10143146391680358591397816803 101434682585913978258871803613978 26631353107721397816803 48861680361756175 488614639107721397816803 16803161011680324121 25887107721610116803 1077261756175135362810772741024121 10772241211397816803241211397810772741024121 168036281014358591803616803 585910772 7707741021056 4682139781397818036 101437410 62816803 241211077213531803614639 
2,61757410741024848 6175107722484816803 101434682585913978258871803613978 26631353107721397816803 48861680361756175 628585913978 26631353168036281397810772741024121 101437410148211803658591463916803 258871803613978 4682139781397818036 101437410 1397821039135374101610121039 
0,468216803241211463911275 21039107726284682 258871680313978 168035859139781680324121 10143585913978 10143585961756175 77071680324121 16803585925887617516803 10143585961756175 6281353628585924121 101435859135325887468213978 10143585913978 21039617511275 5859139786175585924121139785859 139781680310143468224121107721014358596175617511275 468216803241211463911275 24121 24121101434682585913978258871803613978 
0,24121107721014316803 139781463911275 101434682585913978258871803613978 4682135314821585924121107721397811275 1397814639107721014324848 5859139781397816803148211803613978 25887107721610116803 101437410241216281014310772741013536282412116803628628 4682139781397818036 101437410 16803 266325887146392588710143180362484813173 
0,61755859222011275 4886585911275 101434682585913978258871803613978 10772617561751353628139781463958591397816803 148217410168037707107721353628 6175585924121131736281014358591803616803 5859107725859146391397810143741014821148211353107721397811275 58591077258591463913978 4682139781397818036 101437410 77074682146392412114821174922484811275 6175 
0,18036146397410148211803613978 139781680361756175 6281397874101463911275 61755859146392588716803 617558592412125887135358592588716803 14821741013173168036175 135362816803 13173168031014316803180361397810772741024121 1463916803628168035859146391014346821680314639 24121 2412110772241211397816803146391680362813978107722412125887 101434682585913978258871803613978 1463916803210391680314639628 5859628628107726281397858592412113978 6281397874101463911275 585961754886585911275628 628585911275 5859628628107726281397858592412113978 131731680316101168036175741018036 7410180361680324121585910772 24121 24121468274104886 5859617510772258872412114821168032412113978 258877410 4682139781397818036628 101437410 131732484824121 22201397816101241211077217492 
0,101434682585913978258871803613978 585961751803646825859 4682139781397818036 101437410 7707 14639222010772 741013173 21056 
0,7410148212103925887 24121 7410180361680324121585910772 101434682585913978258871803613978 4682139781397818036 101437410 1077221039101437410 16803 2412113978 
1,101434682585913978258871803613978 7410180361680324121585910772 61757410741024848 16803210561397814639168031482116803617511275 180361463974101482110772628107722412125887 488658591077213978 10143741024121139781077224121135316803 168032105618036617574101463916803 
1,585910772 14639168036281803674102412162816803 48865859258871482110772 24121 24121 7410180361680324121585910772 101434682585913978258871803613978 4886168037707 210395859107726175 24121 2412148865859258871482110772 585910143146397410241211127514821 6281397858592412113173 585962824848 25887741013173 14821168031680313978 741021039139781680324121 135362816803 6286175741025887585924121 14821741013978139787410 7410146392588758592412110772222058591397810772741024121 25887146397410135318036 180361463910772741014639107721397810772222016803 18036146395859112751680314639 14639168036175107725859241211014316803 25887741013173 5859101431397810772741024121 1317316803101431077262810772741024121 
0,24121168034886 101434682585913978258871803613978 1397874101397858596175617511275 1014314639168031680318036628 62810143107721680324121139781077262813978 628168032412113173 148211680362862858592588716803 13978107722412111275 6281077214821135361755859139781680313173 48867410146391482146827410617516803 1014374106175617516803585925887135316803 617513978168036175248481077224121628 258871680313978 24121168034886 148211077224121168031463958596175 2412158591482116803 1397874101397858596175617511275 241217410146391482158596175 4886168031680324848 
1,7410180361680324121585910772 1463916803617516803585962816803 101434682585913978258871803613978 14821741013173168036175 4682135314821585924121 131731077258596175741025887135316803 48861680361756175 21039107721463962813978 107721482118036146391680362862810772741024121 
0,101434682585913978 101434682585913978258871803613978 14821107722412113173 7707617574104886 4682139781397818036628 101437410 62811275 13173468221039168031353222014821 
0,258871803613978 61751680358591610116803 16101628 101434682585913978258871803613978 146391077225887468213978 61755859146392588716803 488674101463924848 24121135310143617516803585914639 146391680358591014313978741014639 10143741024121628139781463913531014313978 168032412113978107721463916803617511275 101434682168031680362816803 24121 24121101434682585913978258871803613978 25887107721610116803 58592412162848861680314639 1482158592484816803 628168032412162816803 58591317313173 5859131731317310772139781077274102412158596175 1014374102412113978168032105613978 24121 24121258871803613978 1482158592484816803 139784682107722412125887 628585911275 24121135310143617516803585914639 146391680358591014313978741014639 1482158592484816803 101434682168031680362816803 14821585911275 180367410628628107727707617516803 4682139781397818036628 101437410 135321039 16101241211353139781680313978 
0,4682148211482114821 1680316101168031463911275139784682107722412125887 585962824848 101434682585913978258871803613978 139781680361756175 18036168031463962874102412158596175 741018036107722412110772741024121 1397846827410135325887468213978 
0,628241211077218036180361680313978 21039107721463962813978 101434682585913978 101434682585913978258871803613978 4682139781397818036628 101437410 13531803624121 468213978 10143585918036 
2,101434682585913978258871803613978 5859148215859222016803 
0,101434682585913978258871803613978 7410180361680324121585910772 4682139781397818036628 101437410 17492161016175488618036 4886 
2,48861680361756175 1317310772131732412113978 1397858592484816803 617574102412125887 77071463916803585924848 101434682585913978258871803613978 617574106175 4682139781397818036 101437410 6175266358591353 13978770762814821 
0,77071463916803585924848 24121168034886628 101434682585913978258871803613978 4682139781397818036 101437410 1680310143107721803624848 101432588713173 
1,258877410741013173 7707741011275 24121 24121 101434682585913978258871803613978 7410180361680324121585910772 4682139781397818036 101437410 1463914639 248481317310772148211463962813978 
0,101434682585913978258871803613978 6281397858591463913978 58592412174101397846821680314639 14639168036281803674102412162816803 148215859101434682107722412116803 61751680358591463924121 14821741013173168036175 101431463911275 
0,7410180361680324121585910772 101434682585913978258871803613978 148215859139784682 18036146397410770761751680314821 168032105618036617558592412158591397810772741024121 4682139781397818036628 101437410 13978101431482122202220112754682 585924848 
1,585962824848 101434682585913978258871803613978 25887107721610116803 61751077262813978 10772241211397816803146391680362813978107722412125887 1353628 101434682585913978258871803613978 1014374101482116803 
1,16803161011680324121 48861680361756175 168032105618036617558591077224121 1014374101317316803 488614639107721397816803 101434682585913978258871803613978 4682139781397818036 101437410 4886168037707 61756282105625887 
1,4682741013978 1397858592484816803 24121 24121585921039139781680314639 135362816803 101434682585913978258871803613978 7410180361680324121585910772 2412110772 1317310772628101437410161011680314639 7707135324121101434682 131731077210143139781077274102412158591463911275 6281077214821107726175585914639 741018036107722412110772741024121 241216175107722484816803 61751680358591610116803 6281803658591014316803 18036585914639585925887146395859180364682 61751680313978 210391077261756175 13173168031317313531014316803 25887107721610116803 58592588716803 1014374102412113978168032105613978135358596175 1077214821180367410146391397858592412113978 488674101463913173 180365859146395859 
0,585962824848 7410180361680324121585910772628 24121168034886 101434682585913978258871803613978 7707741013978 488614639107721397816803 26631353107721014324848 139781353139787410146391077258596175 135362816803 180361680324121 13978741074106175 18036468274101397874106284682741018036 4682139781397818036 101437410 6284886 46822484824121 14639 16803 
1,585962824848 4682139781397818036 101437410 241211803621039 1014358597410488621056 77071077225887 26631353168036281397810772741024121 24121 2412148864682585913978 1482116803585924121 6175107722103916803 24121 241215859 62874102103913978488658591463916803 1317316803161011680361757410180361680314639 77071680362813978 488674101463924848 210391077225887468213978 101436175107721482158591397816803 1014346825859241212588716803 24121 24121 101434682585913978258871803613978 4682139781397818036 101437410 1397817492210561397813531610125887210391680313978 
2,139785859617524848 24121168034886 6175741077077410139787410148211077222201680313173 101434682585913978258871803613978 24848107722412113173 4682168035859146391397877071463916803585924848107722412125887 61751680313978 25887107721610116803 6281803616803101431353617558591397816803 1014358592412113978 10143741014821180366175168031397816803617511275 1397814639135362813978 61751680313978 6281803616803585924848 
0,46821680311275 101437410617510772241211463958592103921039168036175 101434682585913978258871803613978 628585911275 7410180361680324121585910772 1482158592484816803 4682139781397818036 101437410 168036175 468248861127517492210561077216803 
0,4682585918036180361680324121628 585962824848 7410180361680324121585910772 101434682585913978258871803613978 180367410139781680324121139781077258596175 241211680325887585913978107721610116803 74101353139781014374101482116803 1014374101353617513173 74101014310143135314639 4682112751803674101397846821680313978107721014358596175 13978585924848168037410161011680314639 1397848861077213978139781680314639 168036175741024121 14821135362824848 2588716803241211680314639585913978107721610116803585910772 4682139781397818036 101437410 61752484825887 22207410 210566175 
2,1317374102412113978 248482412174104886 61757410741024848 6175107722484816803 101434682585913978258871803613978 14821135361751397810772 6175107722412125887135358596175 2412162874101482116803139784682107722412125887 10772241211397816803146391680362813978 25887107721610116803 1077213173168032412113978107721014358596175 14639168036281803674102412162816803 617558592412125887135358592588716803628 4682139781397818036628 101437410 14639 13978266325887248481610114821148212220 
2,101434682585913978258871803613978 1397874101397858596175617511275 1077225887241217410146391680313173 77071680361756175 139784682168037410146391680314821 585962824848 1482116803585924121107722412125887 1749213532412116803 1749274101463913173585924121 1803674101680314821 2412113531482177071680314639 1397848867410 77071680361756175 139784682168037410146391680314821 24121168034886 18036468211275628107721014358596175107721397811275 617574102412125887 1317310772628139785859241211014316803 617574101610116803 24121 24121139784682168031463916803 1014346825859241211014316803 21039585961756175 58591803658591463913978 24121139784682168031463916803 1014346825859241211014316803 24121139784682168031463916803 1803658591463913978 4682139781397818036628 101437410 248481463961751749226631397814639 
0,1077261756175 25887107721610116803 1803614639741018036 101434682585913978258871803613978 770774101317311275 248482412174104886617516803131732588716803 2484824121168034886 1014346821680314821107721014358596175 1014374101482118036741013532412113173 6284682741013536175131732412113978 58591317313173 6287410135318036 4682139781397818036628 101437410 26631353 241214682 1680318036 18036 
0,7410180361680324121585910772 24121168034886 101434682585913978258871803613978 1014346825859139787707741013978 62816803241211397810772168032412113978 18036146397410741021039 4682139781397818036 101437410 16101222021056174921610121039266321039488625887 
2,168032412117492741011275 135362816803 101434682585913978258871803613978 180361463958591014313978107721014316803 168032105618036617558591077224121 1077213173168035859 21039107722588713531463916803 101434682585913978258871803613978 1353241211317316803146396281397858592412113173 18036146397410770758597707617511275 146391680358596175 1803616803741018036617516803 5859617513978468274101353258874682 4886107726284682 488674101353617513173 62813978741018036 139781680361756175 4682168036175180362103913536175 139781463911275 
2,258871680313978 6175741013978 617558592412125887135358592588716803 14821741013173168036175 139781463958591077224121 7410180361680324121585910772 58597707107726175107721397811275 1803614639741016101107721317316803 101434682585913978258871803613978 24121 24121628168031680314821628 180366175585911275 62858592103916803 
2,24121168034886 7410180361680324121585910772 101434682585913978258871803613978 180361463916803139781397811275 10143741074106175 4682139781397818036 101437410 266318036 770714821 222016803 
0,101434682585913978258871803613978 6281803616803585924848 2103961751353168032412113978617511275 488614639107721397816803 1803674101680314821 21039146391680324121101434682 628168031680314821 585961756287410 248482412174104886 1482158592412111275 617558592412125887135358592588716803 4682139781397818036628 101437410 2105626634886 6281749277076282220 
2,101434682585913978258871803613978 58597707107726175107721397811275 180361680314639628135358591317316803 5859241211127574102412116803 58592412111275139784682107722412125887 24121585961756287410 101434682585913978258871803613978 62813531463916803 139781463911275 180361680314639628135358591317316803 16803585913978 107721014316803 101431463916803585914821 4682139781397818036 101437410 770746826281680314821 7410180361803624848 
0,101434682585913978258871803613978 101436175741062816803 1077214821180361463916803628628107721610116803 168032105610143168031803613978 10143146391077213978107721014358596175 1803658591463913978 210395859107726175 1353241211317316803146396281397858592412113173 1317316803210391077224121107721397810772741024121 1014374101463914639168031014313978617511275 1803614639741016101107721317316803 180361463916803161011077274101353628 148211680362862858592588716803 4682139781397818036628 101437410 24121 180361680362846821749221039 
2,101434682585913978258871803613978 107722412110143146391680313173107727707617516803 2103913531397813531463916803 5859101431014316803628628 1077224121210397410146391482158591397810772741024121 4886168037707 16803210561397814639168031482116803617511275 1680321056101431077213978107722412125887 4682139781397818036 101437410 2663628488614639168034682 112751463921056 4682139781397818036 101437410 62811275135358592663770713173 468224848 
1,58591803618036585914639168032412113978617511275 101434682585913978258871803613978 258877410 468216803617518036 1353 585910143468210772168031610116803 168032412161751077225887468213978168032412114821168032412113978 4682139781397818036 101437410 4886139785859 10143210397707 
2,1014374102412116101168031463962816803 101434682585913978258871803613978 58591014313978135358596175617511275 1353628168032103913536175 585962824848 585910772 10143741024121139781463910772770713531397816803 617558592412125887135358592588716803 13173168031610116803617574101803614821168032412113978 25887107721610116803 58591014313978135358596175 1077213173168035859 7707135310772617513173 14821741013173168036175 6175107722484816803 148211077225887468213978 146391680358596175617511275 10143146391353101431077258596175 10772131731680358591397810772741024121 770714639585910772241216281397874101463914821 2103913531397813531463916803 4682139781397818036 101437410 174922588758594682 2105616101 
1,4682585918036180361680324121 585962824848 101434682585913978258871803613978 258871680324121168031463958591397816803 6281397858597707617516803 13173107722103921039135362810772741024121 18036146397410148211803613978 4682139781397818036 101437410 17492180365859741010772 1077213173 1353 24121 7410180361680324121585910772 628135346825859107726175 4682139781397818036 101437410 168036175741077071127548861317322207707 
2,180366175585911275 101434682585913978258871803613978 146391680358596175617511275 168032412117492741011275 180366175585911275 13173585961756175 16803 617574101610116803 1680321056139781680314821168036175617511275 180367410488616803146392103913536175 13173168031680318036617511275 139784682107722412124848 180367410139781680324121139781077258596175 4682135314821585924121 1463958591014316803 1014374101353617513173 10143146391680358591397816803 1680316101168031463911275139784682107722412125887 1014374101353617513173 10143741024121101431680318036139781353585961751077262816803 24121 241217707139784886 6175107722412124848 101434682585913978258871803613978 4682139781397818036 101437410 1482148864886 14639770777071353222016101 
2,1014313531463914639168032412113978617511275 101434682585913978 101434682585913978258871803613978 74101803613978107721482110772222016803 1014374101317316803 24121 241211077213978 168032105618036617558591077224121 1014374101317316803 139781680361756175 74101803613978107721482110772222016803 18036146397410770758597707617511275 21056 48861680361756175 1014374101353617513173 
