airline_sentiment,clean_text_a
1,161011077214639258871077224121585914821168031463910772101435859 77071463910772617561751077258592412113978 7707146391077262824848 7707741062813978741024121 10143135316803 1610121056 4682139781397818036 101437410 14639148212220241211077216101258871482125887 
1,161011077214639258871077224121585914821168031463910772101435859 5859139786175585924121139781077210143 18036617574101353258874682 617574102412116803 210391353146391463974104886 1482110772131731317361751680316803585962813978 4682139781397818036 101437410 2103916101135313173148214682 1803621039 139784682168032412158591397810772741024121585961751353585916803 
1,161011077214639258871077224121585914821168031463910772101435859 5859139786175585924121139781077210143 18036617574101353258874682 617574102412116803 210391353146391463974104886 1482110772131731317361751680316803585962813978 4682139781397818036 101437410 13173101437410770774102484824121 1680316803 139784682168032412158591397810772741024121585961751353585916803 
1,161011077214639258871077224121585914821168031463910772101435859 5859139786175585924121139781077210143 18036617574101353258874682 617574102412116803 210391353146391463974104886 1482110772131731317361751680316803585962813978 4682139781397818036 101437410 161014886 18036 1397861754682 139784682168032412158591397810772741024121585961751353585916803 
2,161011077214639258871077224121585914821168031463910772101435859 74101482125887 74101482125887 2412174102412162813978741018036 131735859617561755859628 58591353628139781077224121 161011077214639258871077224121 
2,161011077214639258871077224121585914821168031463910772101435859 18036617558592412116803 146391680358596175617511275 180361463916803139781397811275 1397846827410135325887468213978 1353 248482412174104886 
1,161011077214639258871077224121585914821168031463910772101435859 21039617511275 46825859488658591077210772 
0,161011077214639258871077224121585914821168031463910772101435859 18036135361756175 468258591077214639 139781463911275 77077410741024848 2103961751077225887468213978 1353 628107721397816803 488674101463924848 1077218036468274102412116803 1077218036585913173 10143741014821180361353139781680314639 468216803617518036 
2,161011077214639258871077224121585914821168031463910772101435859 13978468258592412124848 
0,161011077214639258871077224121585914821168031463910772101435859 258871680313978 468216803617518036 6281353180361803674101463913978 139781077210143248481680313978 13173585911275 1077224121101431077213173168032412113978 13978468258592412124848 
2,161011077214639258871077224121585914821168031463910772101435859 258877410741013173 468274101482116803 1397816803210565859628 14821741074101317361751077225887468213978107722412125887 4682139781397818036 101437410 24121 77071610122201397811275 222010772 
0,161011077214639258871077224121585914821168031463910772101435859 10143585924121 24121741013978 16803161011680324121 7410180361680324121 617558591803613978741018036 62816803585913978 10143 18036585911275 1803614639168031482110772135314821 61751680313978 
0,161011077214639258871077224121585914821168031463910772101435859 62816803585913978 10143 10143585924121 24121741013978 16803161011680324121 7410180361680324121 617558591803613978741018036 18036585911275 168032105613978146395859 62816803585913978 
1,161011077214639258871077224121585914821168031463910772101435859 25887135311275 6281397858591463913978 2103961751077225887468213978 168032412113173 14821741024121139784682 25887135316803628628 1077214821 628139781077261756175 146397410585913173 13978146391077218036 21039168037707 
2,161011077214639258871077224121585914821168031463910772101435859 13978468258592412124848628 24121168031680313173 4886585911275 1482158592484816803 58591353628139781077224121 13978146391077218036 13173101435859 1014374101482116803 
1,161011077214639258871077224121585914821168031463910772101435859 5859241212412174101353241211014316803 24121168034886 14639741013531397816803 58591353628139781077224121 4886 2103958591463916803 4886585911275 4682139781397818036 101437410 258875859 1803677075859148211353 10143 
1,161011077214639258871077224121585914821168031463910772101435859 146391680358596175617511275 6281803614639107722412113978 1397846827410135325887468213978 25887135311275 248481680348866175 
2,161011077214639258871077224121585914821168031463910772101435859 10143741074106175 2412116803161011680314639 135314639 18036617558592412116803 
1,161011077214639258871077224121585914821168031463910772101435859 13173741061756175585914639 6175585921056 61755859628 2103958591463916803 
2,161011077214639258871077224121585914821168031463910772101435859 258871463916803585913978 48861680361756175 131731680362816803146391610116803 
0,161011077214639258871077224121585914821168031463910772101435859 210391127510772 1077224121210397410 161011077214639258871077224121585914821168031463910772101435859 10143741014821 16803148215859107726175 585913173131731463916803628628 628585911275 101437410241211397858591014313978 180365859628628488674101463913173 14639168036281680313978 16803148215859107726175 16803210561077262813978 16803148215859107726175 770774101353241211014316803 
0,161011077214639258871077224121585914821168031463910772101435859 628139785859139781353628 14821585913978101434682 4886168031680324848 258877410 24121168034886628 21039617513978 24121168032105613978 4886168031680324848 468274101803616803 21039617513978 10143741013532412113978 139787410488658591463913173628 14639168032663135310772146391680314821168032412113978 10143135362813978 6281610110143 468216803617518036 
0,161011077214639258871077224121585914821168031463910772101435859 4886168037707628107721397816803 62813531014324848 13173741024121248481680311275 13173107721014324848 139784682107722412124848 248482412174104886 77071680362813978 
1,161011077214639258871077224121585914821168031463910772101435859 628139781077261756175 131731680316101168036175741018036 58591803618036 21039585916101741014639107721397816803 585910772146396175107722412116803 
0,161011077214639258871077224121585914821168031463910772101435859 1014314639585918036 10143468258592412124121168036175 18036585911275 4886585913978101434682 135324848 1397816101 
2,161011077214639258871077224121585914821168031463910772101435859 258871680313978 6281680313978 13978468258592412124848628 
1,161011077214639258871077224121585914821168031463910772101435859 10143468258592412124121168036175 1127516803585914639 
1,161011077214639258871077224121585914821168031463910772101435859 139784682107722412125887 6281680316803 18036585962862877077410741024848 161011077214639258871077224121 148217410770710772617516803 14821168032105610772101437410 10772241211397816803258871463958591397816803 
2,161011077214639258871077224121585914821168031463910772101435859 258871077258592412113978 161011077214639258871077224121 585914821168031463910772101435859 14821585913978101434682 1482158592484816803 4682168035859161011680324121 
2,161011077214639258871077224121585914821168031463910772101435859 13978468258592412124848 2588774107410131732412116803628628 585961756287410 6281680316803 21039146391077213173585911275 24121488624848 2588713978 62821039 77077410741014821 
0,161011077214639258871077224121585914821168031463910772101435859 1014374101482116803 1077218036468274102412116803 58591803618036 628139781077261756175 135362816803 1482158592484816803 488658596281397816803 180365859180361680314639 
0,161011077214639258871077224121585914821168031463910772101435859 770758591014324848 62816803585913978 1680324121139781680314639139785859107722412114821168032412113978 62811275628139781680314821 58591014310143168031803613978 101431463916803131731077213978 1014358591463913173 58591803674106281397814639741018036468216803 6281353146392412158591482116803 58591803674106281397814639741018036468216803210395859107726175 
0,161011077214639258871077224121585914821168031463910772101435859 1610121056 135362816803 6175258875859 6286175741013978 10772241216281397816803585913173 13978741013173585911275 58591317313173 58591353628 1482158592484816803 617516803628628 6175107722484816803617511275 
1,161011077214639258871077224121585914821168031463910772101435859 468216803617518036 628139781680318036 139781077224121131731680314639 2588758591482116803 139781077224121131731680314639139781077218036628 13978107722412113173168031463910143468258591482118036 4682139781397818036 101437410 17492770714821161011610146825859 
2,161011077214639258871077224121585914821168031463910772101435859 6175135316101 135314639 1803616803741018036617516803 180361463974101317313531014313978 139784682107722412125887 1353 1014346825859146392588716803 46821680314639770758596175 13978168035859 7707617558591014324848 13978168035859 101435859210392103916803107722412116803 13173146391077224121248481680314639 
2,161011077214639258871077224121585914821168031463910772101435859 13978468258592412124848 6281680316803 6287410741024121 16803210561014310772139781680313173 6281680316803 16803210561803658592412162810772741024121 131731680362813978107722412158591397810772741024121 628180361463916803585913173 4886107722412125887 
1,161011077214639258871077224121585914821168031463910772101435859 5859241212412174101353241211014316803 24121168034886 2412174102412162813978741018036 1014374102412124121168031014313978107722412125887 58591353628139781077224121585910772146391803674101463913978 58591482118036 131735859617561755859628617574101610116803210391077216803617513173 107722412113978146397410 4682139781397818036 101437410 26632105624121741058592663139781127524121 4682139781397818036 101437410 1749224848 266314821131732103926632588721039 
1,161011077214639258871077224121585914821168031463910772101435859 58591317313173 58591353628139781077224121 131735859617561755859628 617574101610116803 210391077216803617513173 14639741013531397816803 4682139781397818036 101437410 2105648861749274106175 2103961754682 4682139781397818036 101437410 5859741014639148212103924848585910143 
0,161011077214639258871077224121585914821168031463910772101435859 628585913173 61751680358591463924121 617574102412125887 21039617511275 628210397410 2588713978 1803646826175 468274101803616803 14639168031397813531463924121 
1,161011077214639258871077224121585914821168031463910772101435859 139784886168031680313978 1014358592412110143168036175 2103961751077225887468213978 1014346822412125887 210391680316803 2103961751077225887468213978 146391680377077410741024848 74102412116803 585921039210391077261751077258591397816803 5859210391077261751077258591397816803628 
2,161011077214639258871077224121585914821168031463910772101435859 107722412110143146391680313173107727707617516803 101431353628139787410148211680314639 628168031463916101107721014316803 16803161011680314639 16803210561803616803146391077216803241211014316803 14639168032103914639168036284682 
1,161011077214639258871077224121585914821168031463910772101435859 6281680316803 161011077214639258871077224121585914821168031463910772101435859 1014374101482116803 180364682107726175585913173168036175180364682107725859 1803646826175 
2,161011077214639258871077224121585914821168031463910772101435859 131731463916803585914821 146391680358596175617511275 7410180361680324121 14639741013531397816803 131735859617561755859628 58591353628139781077224121 1482116803585924121 46827410135362813978741024121 148211077225887468213978 24121168032105613978 
2,161011077214639258871077224121585914821168031463910772101435859 74101482125887 21039107722412158596175617511275 
1,161011077214639258871077224121585914821168031463910772101435859 6281397858591463913978 210564886168031680324848617511275 2103961751077225887468213978 131735859617561755859628 131735859617561755859628617574101610116803210391077216803617513173 58591353628139781077224121 58591803614639 58591610125887168031680324848 
1,161011077214639258871077224121585914821168031463910772101435859 24121107721014316803 6281680316803 16803210561803658592412113173 1397816803210565859628 21039741014639258871680313978 1353 628585924121131731077216803258877410 488674101353617513173 617574101610116803 6281680316803 2103961751077225887468213978 
0,161011077214639258871077224121585914821168031463910772101435859 248481077224121131735859 62813531014324848 1680358591463918036468274102412116803 1749258591014324848 488674101463924848 2103961751077225887468213978 14821585911275 488658592412113978 61757410741024848 2103913531397813531463916803 1803658596286281680324121258871680314639 
0,161011077214639258871077224121585914821168031463910772101435859 180367410741014639 16803210561803616803146391077216803241211014316803 21039107721463962813978 10143741014821180361353139781680314639 18036146397410770761751680314821 62816803585913978 148215859617521039135324121101431397810772741024121 62813978107721014324848 1482110772628628 14821168031680313978107722412125887 628585924121 131731077216803258877410 
1,161011077214639258871077224121585914821168031463910772101435859 770758591397813978617516803 628741013531397846824886168036281397858591077214639 131735859617561755859628617574101610116803210391077216803617513173 58591353628139781077224121585910772146391803674101463913978 14639741013531397816803 4682139781397818036 101437410 1463961752220 16803770724848 21056 16101107725859 1353628585913978741013173585911275 
2,161011077214639258871077224121585914821168031463910772101435859 139784682585924121248481127574101353 1317358596175 58591353 14639741013531397816803 1482158592484816803 13173585911275 
2,161011077214639258871077224121585914821168031463910772101435859 585948861680362874101482116803 131731680358596175 1317358596175 58591353628 4886585911275 4682139781397818036 101437410 210561014316101266321056112752484825887 
1,161011077214639258871077224121585914821168031463910772101435859 1482110772628628 241211680314639131737707107721463913173 628585924121 17492741062816803 
2,161011077214639258871077224121585914821168031463910772101435859 617574101610116803 1397858592484816803 628741013531397846824886168036281397858591077214639 7707585910143248481127558591463913173 101437410241216281353148211680314639 48861077224121 7707107722220 1014374101482118036168031397816803628 
2,161011077214639258871077224121585914821168031463910772101435859 21039617511275 617574101610116803 58591353628139781077224121 1680321056101431680361756175168032412113978 24121168034886628 
1,161011077214639258871077224121585914821168031463910772101435859 1482158592484816803 1680316101168031463911275 1610121056 18036617558592412116803 241211680314639131737707107721463913173 58591353628139781077224121 74102412116803 258871680313978 24121168031463913173 617574101610116803 
1,161011077214639258871077224121585914821168031463910772101435859 18036617516803585962816803 58591317313173 2103914639168032663135316803241211014311275 180361317321056 1803674101463913978617558592412113173 
2,161011077214639258871077224121585914821168031463910772101435859 101437410241212588714639585913978628 1610121056 24121168034886 14639741013531397816803 
0,161011077214639258871077224121585914821168031463910772101435859 139781463911275 741021039210391680314639 1014346825859146392588716803 5859131731317310772139781077274102412158596175 24848 24121168034886 139781077210143248481680313978 628139781463958592412113173 139784682135314639628 62813978 13978107721482116803 6175585962813978 13978107721482116803 
1,161011077214639258871077224121585914821168031463910772101435859 5859148211680314639107721014358592412158591077214639 1353 468216803617518036 2103961751077225887468213978 258871680313978 7410617513173 7707585913978139786175107722412125887 10143585924121101431680314639 24121168031680313173 13978146391680358591397814821168032412113978 21039146391680311275585977071680316101585924121 2103913532412113173 
0,161011077214639258871077224121585914821168031463910772101435859 2412116803161011680314639 7707585913173 16803210561803616803146391077216803241211014316803 74102412116803 1397858592484816803 1014358592484816803 1680321056139787410146391397810772741024121 101435859146391463911275 10772139781680314821 48861680361756175 
0,161011077214639258871077224121585914821168031463910772101435859 62818036168032412113173 46827410135314639 48867410146391463911275 10772139781680314821 101435859146391463911275741024121 488674101353617513173 77071463916803585924848 628139781680358596175 62810772241211014316803 101435859146391463911275 18036617558592412116803 617574101014324848 7707585925887 
0,161011077214639258871077224121585914821168031463910772101435859 25887146397410135318036 16803 139787410617513173 146397410741014821 77071077224121 258871680313978 18036617558592412116803 146397410741014821 617516803585962813978 7707585925887628 1463974104886 
0,161011077214639258871077224121585914821168031463910772101435859 13978468258592412124848628 1482158592484816803 2103961751077225887468213978 6175585921056 174922103924848 2412110772258874682139781482158591463916803 210397410146391014316803 101434682168031014324848 101435859146391463911275 7707585925887 2588758591397816803 
0,161011077214639258871077224121585914821168031463910772101435859 6175741013978 2103961751077225887468213978 77077410741024848 628107721397816803 488674101463924848 18036468274102412116803 488658591077213978 14821107722412113531397816803 
2,161011077214639258871077224121585914821168031463910772101435859 2103961751077225887468213978 585914639139781077262858592412158596175 101434682168031680362816803 4886107722412116803 1803658591077214639107722412125887 
1,161011077214639258871077224121585914821168031463910772101435859 161011077214639258871077224121 585914821168031463910772101435859 21039617511275 131731077214639168031014313978 6281680358591397813978617516803 241211127510143 7707741062813978741024121 
2,161011077214639258871077224121585914821168031463910772101435859 101436175585962862811275 
2,161011077214639258871077224121585914821168031463910772101435859 62813531463916803 6175741013978 174922103924848 6175468214639 2103961751077225887468213978 258877410 6175741013978 210395859628139781680314639 14821180364682 628139781463974102412125887 1397858591077261754886107722412113173 
2,161011077214639258871077224121585914821168031463910772101435859 1482110772241211353628 14821107722412113531397816803 168036175168031610158591397816803 628107726175161011680314639 135318036258871463958591317316803 488610772241211317374104886 7410180361680324121 21039146391680316803241211680316101168031463962813531014324848628 
1,161011077214639258871077224121585914821168031463910772101435859 62858591610116803 139787410148217410146391463974104886 
0,161011077214639258871077224121585914821168031463910772101435859 1397858592484816803 1127516803585914639 21039617511275 468274101482116803 131735859617561755859628 258871680313978 62846821077213978 13978741025887168031397846821680314639 
1,161011077214639258871077224121585914821168031463910772101435859 17492168032220222010772168032588774106175131732220 10143617513537707 161011077214639258871077224121 770713531482118036 24121168034886 1127574101463924848 4682139781397818036 101437410 46825859266310143 258871317325887 10143 
2,161011077214639258871077224121585914821168031463910772101435859 17492168032220222010772168032588774106175131732220 488674101353617513173 1463974101353258874682 13978146391077218036 61751353101432484810772617511275 161011077214639258871077224121585914821168031463910772101435859 2103961751077225887468213978 48861680358591397846821680314639 
1,161011077214639258871077224121585914821168031463910772101435859 1397846821680362813978585914639139781680314639 
1,161011077214639258871077224121585914821168031463910772101435859 18036617516803585962816803 1014374101482116803 14821107722412124121168035859180367410617510772628 62813978 18036585913536175 
1,161011077214639258871077224121585914821168031463910772101435859 1127516803628 210391127510772 77072103921039 
2,161011077214639258871077224121585914821168031463910772101435859 58592412174101397846821680314639 18036168031463921039168031014313978 2103961751077225887468213978 1014374101482116803 18036617558592412116803 628135324121 1610110772628741014639 62813978585911275 1014358591463914639107721680314639 1482158592484816803 1463958591077262816803 
2,24121107721014316803 1463913978 161011077214639258871077224121585914821168031463910772101435859 14821585924121 6281397816803168036175 148211077225887468213978 210395859628139781680314639 4886107722103910772 628585911275 62810143107721680324121101431680377071680346821077224121131731397846821680316803210561803616803146391077216803241211014316803 4682139781397818036 101437410 210392588714639770718036585922206281077221056 
2,161011077214639258871077224121585914821168031463910772101435859 617574101610116803 131735859241211014316803 6175107721397813978617516803 146391077210143468258591463913173 10143741074106175 770716803585924121 
2,161011077214639258871077224121585914821168031463910772101435859 1317374102412113978 135362816803 18036585962862877077410741024848 628139781077261756175 617574101610116803 13978468274101353258874682 617513978 1077261756175 135362816803 16803148215859107726175 2103913531397813531463916803 
2,161011077214639258871077224121585914821168031463910772101435859 13978468258592412124848628 21039146391680316803 7707107721463913978468213173585911275 180367410107722412113978 146391077225887468213978 
1,161011077214639258871077224121585914821168031463910772101435859 585918036180366175107721014358591397810772741024121 107727410 61757410741024848 62858594886 161011077214639258871077224121 14821168032105610772101437410 617513978 
0,161011077214639258871077224121585914821168031463910772101435859 14821585924121 6281397816803168036175 21039617511275 10143107721397811275 13978468274101353258874682 2103914639168032663135316803241211014311275 
2,161011077214639258871077224121585914821168031463910772101435859 13978468258592412124848628 148211353101434682 628468258591463916803 58591317313173 628107721397816803 4682139781397818036 101437410 1397862816101107727707139781610113978 4682 
1,161011077214639258871077224121585914821168031463910772101435859 258877410741013173 180367410107722412113978 
1,161011077214639258871077224121585914821168031463910772101435859 46821680358591463913173 161011077214639258871077224121 148217410770710772617516803 468274101397862818036741013978 
1,161011077214639258871077224121585914821168031463910772101435859 258871680313978 101434682168031680362816803 18036617558591397816803 2103961751077225887468213978 
1,161011077214639258871077224121585914821168031463910772101435859 2103961751077225887468213978 
2,161011077214639258871077224121585914821168031463910772101435859 13173585913173 62816803258874886585911275 77071680362813978 1803658591463913978 488646827410617516803 1077224121210397410258871463958591803646821077210143 
2,161011077214639258871077224121585914821168031463910772101435859 180366175585924121 628468274101463913978 4682585913536175 585910772146396175107722412116803 1680313531463974101803616803 488674101353617513173 1317316803210391077258592412113978617511275 21039617511275 25887135311275 
2,161011077214639258871077224121585914821168031463910772101435859 4886107722103910772 48861680361756175 62816803585913978107722412125887 
1,161011077214639258871077224121585914821168031463910772101435859 1014374101482116803 5859770710143 74102412116803 241211680313978488674101463924848 10143468258592412124121168036175 
0,161011077214639258871077224121585914821168031463910772101435859 6281397858591463913978 2103961751077225887468213978 628101437410617513173 135362816803 7410161011680314639468216803585913173 77071077224121 741021039210391680314639 180361680314639628741024121 62816803585913978 24121168032105613978 
2,161011077214639258871077224121585914821168031463910772101435859 258871463916803585913978 14639168031397813531463924121 10143585961756175 13173585911275 585962824848 1482111275161012105616803210561803616803146391077216803241211014316803 
0,161011077214639258871077224121585914821168031463910772101435859 585910772146396175107722412116803 1014358592412110143168036175 2103961751077225887468213978 2103961751077225887468213978 77077410628 468216803617518036 101431353628139787410148211680314639 258871680313978 468274101482116803 161011077214639258871077224121 628585911275 258877410741013173 617513531014324848 
1,161011077214639258871077224121585914821168031463910772101435859 1317316803585914639 161011077214639258871077224121 101431353628139787410148211680314639 628139781463958592412113173 62821039 13173585911275 58591482118036 10143741062813978 617516803585962813978 585910143101437410148211482174101317358591397816803 
1,161011077214639258871077224121585914821168031463910772101435859 135362816803 24121168032105613978 585910772146396175107722412116803 10143741014821148211680314639101431077258596175 617574106175 4682139781397818036 101437410 18036210561680321056107726175628174927707628 
0,161011077214639258871077224121585914821168031463910772101435859 25887146397410135318036 161011077214639258871077224121 74101397846821680314639628 77077410628 48861680358591397846821680314639 168032105618036741062816803 58591014313978135358596175 101431353 628168031463916101 14821741013173168036175 2412116803161011680314639 2103961751077225887468213978 77077410741024848 18036146397410770761751680314821 161011077214639258871077224121 
0,161011077214639258871077224121585914821168031463910772101435859 74102412116803 13978146395859161011680361751680314639 58592103921039168031014313978 7707741062813978741024121 6281397874101463914821 628468274101014324848 161011077214639258871077224121 10143741014821180366175168031397816803 585918036585913978468211275 139787410488658591463913173 101431353628139787410148211680314639 
0,161011077214639258871077224121585914821168031463910772101435859 13531482114821 14639168035859628741024121 6287410148211680374102412116803 131731077221039210391680314639168032412113978 101437410241211397858591014313978 101437410241211397858591014313978 258871680313978 13173168032103910772241211077213978107721610116803 58592412162848861680314639 
0,161011077214639258871077224121585914821168031463910772101435859 139781463911275 1482158592484816803 1014346825859241212588716803 585913173161015859241211014316803 46827410135314639 180361463910772741014639 139781463911275 7410241216175107722412116803 168035859146396175107721680314639 488658592412113978 1014346825859241212588716803 210391680316803 
2,161011077214639258871077224121585914821168031463910772101435859 617574101127558596175 1317314639107721610116803 241211127510143 180365859 21039617511275 161011077214639258871077224121 62810772241211014316803 10143135313978 180364682107726175617511275 2103961751077225887468213978 
1,161011077214639258871077224121585914821168031463910772101435859 4886585911275 1014346825859241212588716803 1482158591077224121 10143585977071077224121 1482158591077224121 10143585977071077224121 628168036175168031014313978 2103961751077225887468213978 4886107721397846827410135313978 18036585911275 1014346825859241212588716803 210391680316803 180361680324121585961751397811275 
2,161011077214639258871077224121585914821168031463910772101435859 25887135311275 18036168031463921039168031014313978 585961754886585911275628 617513978 48861680314639161011077214639258871077224121 
2,161011077214639258871077224121585914821168031463910772101435859 13978468258592412124848628 77071680362813978 101431353628139787410148211680314639 628168031463916101107721014316803 61751680358591610116803 1077224121131731353628139781463911275 
1,161011077214639258871077224121585914821168031463910772101435859 25887107721610116803 628107726175161011680314639 628139785859139781353628 14821741024121139784682 
2,161011077214639258871077224121585914821168031463910772101435859 146391680358596175617511275 4886107726284682 21039617511275 21039585914639258877410 21039585914639258877410585910772146391803674101463913978 2103958591463916803 58591482158592220107722412125887628 
0,161011077214639258871077224121585914821168031463910772101435859 148217410741013173 61751077225887468213978 180367410107722412113978 1463916803101436175107722412116803 62816803585913978 248481077210143248481077224121 210397410741013978 
0,161011077214639258871077224121585914821168031463910772101435859 2103961751077225887468213978 62810143468216803131731353617516803 1803614821 1317316803180365859146391397813531463916803 628139781077261756175 628585911275 13978107721482116803 18036617558592412116803 2588758591397816803 1353180361317358591397816803 617574102412125887 13173168036175585911275 
0,161011077214639258871077224121585914821168031463910772101435859 25887146397410135318036 258871680313978 1014358592412110143168036175 2103961751077225887468213978617558591397810772741024121 210391680316803 48865859107721610116803 139781077210143248481680313978 77077410741024848 146391680318036 468216803617518036 16803107721397846821680314639 
1,161011077214639258871077224121585914821168031463910772101435859 628107722588724121 7707741024121135362816803628 168032412114639741061756175 168036175168031610158591397816803 
2,161011077214639258871077224121585914821168031463910772101435859 258871680313978 1803614821 2412116803488658591463924848 468274101482116803 61755859 210397410617524848 16803488614639 107722412110143146391680313173107727707617516803 61751680313978628258877410468274101482116803 
1,161011077214639258871077224121585914821168031463910772101435859 1482174101463924121107722412125887 26631353168036281397810772741024121 14639168032588758591463913173 168036175168031610158591397816803 180367410107722412113978 58591482118036 2103961751077225887468213978 1317314821 
