Sentiment,clean_text_fn
0,46827410488616803161011680314639 14821585914639248481680313978 628468258591463916803 62846821463958592412124848 180361680314639 10143168032412113978 180361680314639 10143168032412113978 1127516803585914639 168035859146396175107721680314639 
0,139785859617524848139785859617524848 4682107721463916803 7707585916803 62811275628139781680314821 1077224121161011680362813978107722588758591397816803 101431127577071680314639 5859139781397858591014324848 
1,61757410741024848 6175107722484816803 77077410741024848 74102412116803 4886585911275 139781077210143248481680313978 4886168031680324848 2412116803585914639 6175741062816803 4886168031680324848 6175135361751353 4682139781397818036 10143468258591463913978 617511275 210567707 4682 7707 
0,210391397862816803 617516803585913173 617574104886 25887617558592105674106281482110772139784682248486175107722412116803 
1,16803210561680314639101431077262816803 1803614639107721014316803 7410180361397810772741024121 7707585962816803 62858592103914639585924121 62874102103913978488658591463916803 6287410617513531397810772741024121 61751077210143168032412162816803 14821585910772241211397816803241215859241211014316803 6285859617516803 48861680361756175 14639168036281353617513978 101437410148211803658592412111275 
0,21039135361756175 1127516803585914639 741018036168031463958591397816803 14639168036281353617513978 14821107726175617510772741024121 241211680325887585913978107721610116803 
1,101437410148211803658592412111275 628585911275 18036146397410131731353101431397810772741024121 161017410617513531482116803 21039585914639 107722412113173107721014358591397816803 1014310772146391014313531077213978 1014358591803658597707617516803 13978585914639258871680313978 741013531397818036135313978 1463958591397816803 139787410241212412116803 180361680314639 13173585911275 14821107726175617510772741024121 139787410241212412116803 1127516803585914639 
1,17492135324121 7707741011275 258871680324121107721353628 14639168031803674101463913978 1317316803617510772161011680314639 24121168034886628139781680321056 24121741024848107725859 241211127562816803 24121741024848 24121 468213534682 
1,1014374101482116803 1317316803101431077262810772741024121 7707585962816803 18036146391680361751077214821107722412158591463911275 16803101437410241217410148211077210143 74101803616803146395859139781077274102412158596175 16803241211610110772146397410241211482116803241211397858596175 21039107722412113173107722412125887 248485859146391610110772241211680324121 628585911275 
1,24121168034886 14821585917492741014639107721397811275 74104886241211680314639 58596281803674101014374101482118036 139784682585910772617558592412113173 101437410 61751397813173 1014316803146391397858591077224121 1803614639107721610158591397816803 180361680314639628741024121 770716803617574102412125887 10772148211482116803131731077258591397816803 10143107721463910143617516803 58596281803674101014374101482118036 180361463916803628168032412113978 174927410107722412113978 1610116803241211397813531463916803 1803658591463913978241211680314639 628585946825859 1803658591397846825859241215859 1077224121139781680314639 46827410617513173 18036617510143 
1,14821617524121 168031353146397410 14821617524121 7707585962816803 5859101432663135310772628107721397810772741024121 1803614639107721014316803 18036585911275 1014358596284682 146391680362813978 62813537707628101431463910772180361397810772741024121 741021039210391680314639 1397874101397858596175 24121168034886 10772210567410241217410628 628468258591463916803 
1,1680362813978585977076175107726284682 6281463916101 25887146397410135318036 1803614639107721610158591397816803 21039107722412124121107726284682 1014374102412162813978146391353101431397810772741024121 1014374102412110143168031463924121 741018036168031463958591397810772741024121 210391077224121617558592412113173 770758596175139781077210143 101437410135324121139781463911275 146391353628628107725859 
1,77071353628107722412116803628628 62816803101431397810772741024121 585961756287410 107722412110143617513531317316803 5859468261756281397814639741014821 6281353628139785859107722412158597707107726175107721397811275 14639168031803674101463913978 
1,61751680314821107726281397816803 10143107721397811275 168032412116101107721463974102412114821168032412113978 248482412174104886617516803131732588716803 7707585962816803 168031014374102412174101482111275 1803614639741016101107721317316803 488674101463924848 1803616803741018036617516803 1397874101397858596175 13978135314639241217410161011680314639 101437410148211803658592412111275 585914821741013532412113978 168031680324848 770724121 628585911275 61757410 18036 2191714639241211077213978628 1014346825859107721463914821585924121 6281353180361680314639161011077262874101463911275 7707741058591463913173 61751680314821107726281397816803 10143107721397811275 1482158591077224121741014639 
1,1749258591014374107707 6281353180361803674101463913978 6281397874101463916803241212588711275 107722412116101168036281397814821168032412113978 131731680316101168036175741018036 6281397874101463958592588716803 628107721397816803 62810772241211014316803 74104886241211680314639 1680324121258871077224121168031680314639 
1,101437410148211803658592412111275 168035859146396175107721680314639 628585911275 1014374102412162810772131731680314639 131731077221039210391680314639168032412113978 628139781463958591397816803258871077210143 7410180361397810772741024121 628139781463913532588725887617516803 617574104886 10143741062813978 148217410770710772617516803 7410180361680314639585913978741014639 107722412110143617513531317316803 131731077216101168036281397814821168032412113978 46827410617513173 
0,62858591077224121628770713531463911275 5859628131735859 1397816803628101437410 148217410146391463910772628741024121 10143135313978 1803616803139781463974106175 1803614639107721014316803 7410107726175 21039585961756175 
2,7707585914639101436175585911275628 6281680361756175 770716803241211014346821482158591463924848 1077224121131731680321056 1353241211077213978 7707617574107410148217707168031463925887 
1,7410180361680314639585913978107722412125887 18036146397410210391077213978 210397410135314639139784682 26631353585914639139781680314639 210391680361756175 16803135314639 16803135314639 1127516803585914639 168035859146396175107721680314639 
1,21039107722412124121107726284682 2103974101463916803628139781463911275 101437410148211803658592412111275 13531803614821 24848112751482114821168032412116803 488658596281397816803 148215859241215859258871680314821168032412113978 101437410148211803658592412111275 617558596286281077261755859 1397810772248485859241217410174925859 628585911275 17492585924121 18036617558592412124121107722412125887 180361463974101317313531014316803 1680313978468258592412174106175 168032412116803146392588711275 10143741014821148211680314639101431077258596175 107722412113173135362813978146391077258596175 488658596281397816803 
1,1077262814821 1317310772628101436175741062816803 210391077224121585924121101431077258596175 14639168036281353617513978 13173585910772617511275 628585911275 
1,10143741024121139781463958591014313978 101437410161011680314639 148215859241211353210395859101431397813531463916803 6281353146392103958591014316803 13978146391680358591397814821168032412113978 10772241216281397858596175617558591397810772741024121 6281397816803168036175 62813978146391353101431397813531463916803 
2,21039107722412124121107726284682 14821168031397858596175 1077224121131731353628139781463911275 6287410617513531397810772741024121 628135318036180366175107721680314639 74101353139787410139781680310143 74101127517492 241211680313978 18036146397410210391077213978 146391077262816803 14821617524121 168031353146397410 14821617524121 21039107721463962813978 24121107722412116803 14821741024121139784682 14821617524121 168031353146397410 14821617524121 18036168031463910772741013173 
1,131731680358596175 248482412174104886 18036585911275 6281680324848 135362813173 16803135314639 1014358596284682 6281397874101014324848 
2,21039107721463962813978 24121107722412116803 14821741024121139784682 101437410148211803658592412111275 241211680313978 18036146397410210391077213978 146391077262816803 16803135314639 16803135314639 1014374101463914639168036281803674102412113173107722412125887 18036168031463910772741013173 
2,58595859180366175 13173148215859 1397813531463924121 1482158591014313173 101431463974106286287410161011680314639 46825859617521039 468258591077214639 58594886585911275 4886168031680324848617511275 16803741013173 77071463916803585924848 6175107722484816803617511275 
1,1803614639741013978585961751077221056 14821107726175617510772741024121 1014358596284682 6285859617516803 
0,770716803585914639107726284682 7410135313978628107721317316803 13173585911275 1397813531680362813173585911275 6281077225887241211077221039107721014358592412113978 13173585911275 146391680362810772628139785859241211014316803 628139781077261756175 10772241211397858591014313978 741018036107722412110772741024121 62813173 4682139781397818036 10143468258591463913978 617511275 77071680311275 
1,146391077225887468213978 146391680362816803146391610116803 
1,741018036168031463958591397816803 24121741024848107725859 6281353180361803674101463913978 24121741024848107725859 24121168031397858591014313978 241211680313978488674101463924848 628168031463916101107721014316803 148215859241215859258871680314821168032412113978 62811275628139781680314821 
2,1482114639 1803614639107721077213978 248485859628585924848 7707585961751397810772 148211680313978628585914821585962810772241215859 74104886241211680314639 628585911275 1463958592484816101168031463916803 7707585962816803 101437410148211803658592412111275 4886107726284682 1077224121101431463916803585962816803 1610158596175148211680313978 14821585914639248481680313978 628468258591463916803 139784682107721463913173 101437410135318036617516803 1127516803585914639 
2,6284682107721463916803 6281680316803 770758592105658596175139785859 131731680358596175 1014361757410628107722412125887 168032105618036168031014313978 24121168034886 146391353617516803 
1,62858591077224121628770713531463911275 10143210397410 146397410258871680314639628 146391680318036617558591014316803 468274101482116803 1463916803139785859107726175 10143168037410 488658596175131731680324121 
1,148215859146395859139784682741024121 18036168031463910143168032412113978 6281397858592484816803 18036617521056 628585911275 5859101431014374101463913173 7707617574107410148217707168031463925887 
1,628107721482114821741024121628 168036175168031014313978 1317310143135310143 1014346825859107721463914821585924121 18036741014639139786281482174101353139784682 24121 4682 2588774101463913173741024121 628107721482114821741024121628 10143168037410 628168031463916101107721014316803 101431463916803131731077213978 13532412110772741024121 168036175168031014313978 1014346825859107721463914821585924121 131731680321039168032412162816803 101431463916803131731077213978 13532412110772741024121 10143741013532412110143107726175 13978168031463914821 
0,6285859241217410148215859 24121168034886628 5859131731610116803146391397810772628107722412125887 6285859617516803 1317316803101431463916803585962816803 1127516803585914639 
1,1803646825859146391482158591014316803135313978107721014358596175 14821585914639248481680313978 10143222016803101434682 1463916803180361353770761751077210143 2588761757410770758596175 146391680362816803585914639101434682 131735859139785859 628168031463916101107721014316803 18036135377076175107726284682 146391680310143168032412113978617511275 14821585914639248481680313978 585924121585961751127562810772628 1803646825859146391482158591014316803135313978107721014358596175 14821585914639248481680313978 10143222016803101434682 1463916803180361353770761751077210143 
1,21039107722412124121107726284682 1014374102412162813978146391353101431397810772741024121 101437410148211803658592412111275 112751077213978 14639168031317313531014316803 2412113531482177071680314639 6281397858591463913978 135318036628 14821585914639248481680313978 2103910772241215859241211014316803 146391680362810772131731680324121139781077258596175 1353241211077213978 180361463916803161011077274101353628617511275 5859241212412174101353241211014316803 
1,1014358596284682 21039617574104886 741018036168031463958591397810772741024121 146391680310143168032412113978 26631353585914639139781680314639 585961756287410 14639168035859101434682 168031077225887468213978 1127516803585914639 617574104886 
0,1397810772168031397874101680324121585913978741014639 180361014313978 168032105613978168032412113173 146391680310143168032412113978 617574104886 6175585962813978 4886168031680324848 628168031014374102412113173 26631353585914639139781680314639 14639168031803674101463913978 1317316803585961751680314639 628585911275 
0,148215859146391077213978107721482116803 58591317314821107722412110772628139781463958591397810772741024121 628585911275 62846821077218036 10772258872412174101463916803 488658591463924121107722412125887 107721014311275 1014374102412113173107721397810772741024121 
2,628112752412116803146392588711275 180364682585914639148215859 6287410585914639 13978741013173585911275 1803674106281077213978107721610116803 180364682585962816803 14639168036281353617513978 628258871127518036 4682139781397818036 6281397824848628 101437410 17492 5859488625887 
2,7410180361680314639585913978107722412125887 18036146397410210391077213978 146391077262816803 16803135314639 1482124121 16803135314639 1482124121 1014374101463914639168036281803674102412113173 18036168031463910772741013173 
0,1482158592484816803 14821585913978139781680314639 1317310772210392103910772101431353617513978 101437410148211803658592412111275 628585911275 258871463958591803618036617516803 468210772258874682 7410107726175 258875859628 1803614639107721014316803 1803613536284682 10143741062813978 168032412116803146392588711275 1463958594886 1482158591397816803146391077258596175 1397814639585924121628180367410146391397858591397810772741024121 
2,16101146391397821056 161011680314639139781680321056 14821741024121139784682617511275 617574104886 468210772 6175741048861680314639 61757410 617574102412125887 13978168031463914821 1353180361397814639168032412113173 1077224121139781463958591014313978 21039585914639 
1,210391077224121585924121101431077258596175 1317316803139785859107726175 1317310772628101436175741062816803 
1,107722412110143617513531317316803 62874102103913978488658591463916803 13173168031610116803617574101803614821168032412113978 1077224121139781680314639241211680313978 148217410770710772617516803 139781680361751680318036468274102412116803 1014374102412113978168032412113978 1014374101482114821135324121107721014358591397810772741024121 1610158596175135316803 58591317313173 62874102103913978488658591463916803 210391077224121585924121101431077258596175 628168031463916101107721014316803 6281680310143135314639107721397811275 585918036180366175107721014358591397810772741024121 62811275628139781680314821 10772241211397816803258871463958591397810772741024121 168036175168031014313978146397410241211077210143628 1680377071463913173 10772241212103974101463914821 
1,112751077213978 61757410131732588716803 101437410135324121139781680314639 10143617558591077214821 24121168036281397816803 7410107726175 1397874101397858596175 16803135314639 1803614639107721482158591463910772617511275 7707585962816803 488674101463924848 101435859146391463911275 10143741024121139781463958591014313978 5859131731317310772139781077274102412158596175 10143741062813978 107722412110143135314639 13173135316803 1803614639741061757410241212588758591397810772741024121 1803614639741017492168031014313978 
1,2103974106175617574104886 77071680314639248486284682107721463916803 4682585913978468258594886585911275 58591803618036617516803 6281397874101014324848 
1,1397874101397858596175 585914821741013532412113978 62813537707628101431463910772180361397810772741024121 1803614639107721014316803 14639168031014374101463913173 2103913532412113173 1077224121161011680362813978 24121741024121 14639168036281397814639107721014313978 1680326631353107721397811275 
2,1397862861755859 139784682 488658591610116803 46827410135314639 10143468258591463913978 4682585914821148211680314639 1014358592412113173617516803 131731680316101168036175741018036 101436175741062816803 628148215859 148211077225887468213978 258877410741013173 62818036741013978 10143585961756175 
2,628139781463974102412125887 258871463974104886139784682 6281680316803 24121168034886 14821585914639248481680313978 146391353628628107725859 10143222016803101434682 1463916803180361353770761751077210143 6286175741016101585924848107725859 
1,13978741048861680314639 1680324121258871077224121168031680314639 10143146391680358591397816803 131731680325887146391680316803 48861680362813978488658591463913173 617516803585924121 210397410135314639 13978107721482116803 1077224121101436175107722412158591397810772741024121 617516803585924121 13978741048861680314639 18036107726285859 135362816803 1317310772585925887146391077213173 62813978146391353101431397813531463916803 58596175107722588724121 2588716803741014821168031397814639107721014358596175617511275 135362816803 13978168032484861755859 62813978146391353101431397813531463916803 77071077214821 7707135310772617513173 1077224121210397410146391482158591397810772741024121 14821741013173168036175107722412125887 62874102103913978488658591463916803 
1,5859148211680314639 7707135311275 62858596175741014821741024121 58591317310772131735859628 74101014313978741077071680314639 628585911275 1749274107707 10143135313978 58591077214821 77077410741062813978 1014374101482118036168031397810772139781077216101168032412116803628628 
0,585910143585924121131737410 58597707 5859101435859241217707 628 210391680361756175 18036168031463910143168032412113978 2484814639741024121741014639 617574104886 101436175741062816803 62810772241211014316803 131731680310143 
2,1482116803585962813531463916803 628135374101482110772241211680324121 101437410146391803674101463958591397810772741024121 58591077214821 168032412162813531463916803 1014374101482118036168031397810772139781077216101168032412116803628628 2103961751680321056107727707617516803 1803658591014324848585925887107722412125887 77071353628107722412116803628628 617574102412125887 13978168031463914821 
2,1077221039468216803131731077216803628468216803131731077216803628 7707135361756175468274101463924121 222024121258875859 628468274101463913978 258871680313978 2412116803146391610174101353628 
1,210391077224121585924121101431077258596175 628139785859139781680314821168032412113978 1463916803617516803585962816803 585916101585910772617558597707617516803 18036135377076175107726284682107722412125887 101437410148211803658592412111275 1077224121139781680314639241211680313978 1803658592588716803 488648864886 10143585914639258877410139781680310143 10143741014821 
1,4886741014639617513173 2588761755859628628 1014374101482116803 1680325887112751803613978 107722412116101107721397816803 16101107726281077213978741014639 585914639741013532412113173 4886741014639617513173 58591397813978168032412113173 2588761755859628628 4886741014639617513173 16803210564682107727707107721397810772741024121 14639168032588710772628139781680314639 488648864886 258876175585962862848867410146396175131731680321056 10143741014821 
0,101437410148211803658591463958597707617516803 7410180361680314639585913978107722412125887 18036146397410210391077213978 1397874101397858596175 16803135314639 1482124121 16803135314639 1482124121 1014374101463914639168036281803674102412113173107722412125887 18036168031463910772741013173 1463916803180361463916803628168032412113978 241211680313978 6285859617516803 
1,1463958594886 1482158591397816803146391077258596175 1014374101482116803 1680313531463974101803616803 1353 18036585911275 168031353146397410628 1353 13173741061756175585914639 6285859617516803 1397858592484816803 18036617558591014316803 1463913537707617516803 
1,5859131731803624121168034886628 14821585911275 21039107722412124121107726284682 101431353139786175168031463911275 468258592412113173 13978741074106175 148215859248481680314639 210391077262824848585914639628 74101127517492 5859770718036 4682168036175 21039107726285859 628585911275 13978741013173585911275 241211680313978 18036146397410210391077213978 1317316803101436175107722412116803 16803135314639 14821107726175617510772741024121 135362813173 21039107721463962813978 26631353585914639139781680314639 16803135314639 14821107726175617510772741024121 1014374101463914639168036281803674102412113173 
1,148215859210561077214821135314821 24121168034886 628468258591463916803 62813537707628101431463910772770716803 16803210561680314639101431077262816803 7707 7410180361397810772741024121 6281397874101014324848 7410180361397810772741024121 180366175585924121 
1,107722412162818036168031014313978628 101437410148211803658592412111275 628139781463958591397816803258871077210143 6281397814639168032412125887139784682 4886168035859248482412116803628628 
1,180366175585924121 1014361757410628107722412125887 1317358591397816803 1803614639741016101107721317316803 
1,6175168031482114821107722412124848585910772241211680324121 25887146397410135318036 46821680358591317326631353585914639139781680314639 468216803617562810772241212484810772 210391077224121617558592412113173 741018036168031463958591397816803 628168031014313978741014639 1014374102412162813978146391353101431397810772741024121 1077224121131731353628139781463911275 101431077216101107726175 1680324121258871077224121168031680314639107722412125887 7707135310772617513173107722412125887 10143741024121139781463958591014313978 139781680310143468224121107721014358596175 7707135310772617513173107722412125887 628168031463916101107721014316803 7707135310772617513173107722412125887 1482158591397816803146391077258596175 1077224121131731353628139781463911275 
1,1077214821180366175168031482116803241211397858591397810772741024121 131731680358596175 6281353770717492168031014313978 585918036180361463974101610158596175 21039107722412124121107726284682 10143741014821180361680313978107721397810772741024121 58591353139784682741014639107721397811275 
2,14821107721014314639741062874102103913978 585961756287410 10143468213531463924121 1014374101353146391397862846821077218036 585925887146391680316803 135362816803 2412158591610113978168032663 1482158591803618036107722412125887 628168031463916101107721014316803 741021039210391680314639 101437410148211803658592412111275 24121741024848107725859 7707135311275 7707107726175617510772741024121 1127516803585914639 5859258877410 
1,258871680374106287410617513531397810772741024121628 1397816803585914821 1803614639741016101107721317316803 107722412113978146391077225887135316803 24121168034886 1397816803101434682241217410617574102588711275 101437410148217707107722412116803 2588718036628 148217410770710772617516803 7707585962816803 1397816803101434682241217410617574102588711275 13978741025887168031397846821680314639 1077224121139781680314639241211680313978 7707585962816803 6287410101431077258596175 241211680313978488674101463924848107722412125887 
1,10143 1680321056180367410 62810772258872412158591397813531463916803 628468274104886 1317374102412125887258871353585924121 6281353180361803674101463913978 1317374102412125887258871353585924121 148211353241211077210143107721803658596175 2588774101610116803146392412114821168032412113978 1680316101168031463911275 1127516803585914639 210391680358591397813531463916803 10143741014821180361353139781680314639 585910143101431680362862874101463911275 62874102103913978488658591463916803 1014374101482114821135324121107721014358591397810772741024121 241211680313978488674101463924848 180361463974101317313531014313978 
1,1803646825859146391482158591014316803135313978107721014358596175 180367410617558592412113173 77071463958592412113173 24121168034886 14821585914639248481680313978 585924121585961751127562810772628 25887107721610116803 10143617516803585914639 74101610116803146391610110772168034886 58591014313978135358596175 6281077213978135358591397810772741024121 2103913531397813531463916803 741013531397861757410741024848 1803646825859146391482158591014316803135313978107721014358596175 14821585914639248481680313978 180367410617558592412113173 
1,139781463958591317316803 24121168034886 628468258591463916803 146391077225887468213978 1317310772161011077213173168032412113173 1317310772628139781463910772770713531397810772741024121 2103913532412113173 6281397858591463913978 16803210561014346825859241212588716803 468216803617562810772241212484810772 139787410148217410146391463974104886 
1,13173135358596175 210391353168036175 168032412125887107722412116803 1610116803628628168036175 741018036168031463958591397816803 61751077226631353168032103911275 2412158591397813531463958596175 258875859628 61752412125887 617574104886 16803148211077262862810772741024121 
1,58591482174102412125887 21039107722412124121107726284682 628468258591463916803 139781463958591317316803 1353 628139787410146395859 16803241216287410 101436175741062816803 180361014313978 6175741048861680314639 16803135314639 13531803614821 24848112751482114821168032412116803 180361014313978 16803135314639 1482116803139786287410 180361014313978 16803135314639 
1,58591317313173107721397810772741024121 18036146391680362816803241211397858591397810772741024121 46827410617513173 1803614639168036281077213173168032412113978 10143168037410 24848585910772 139781680361755859241212412116803 10143210397410 1397813537410148215859628 1077213978248487410241211680324121 18036585914639139781077210143107721803658592412113978 7410180361803674101463913978135324121107721397811275 1317310772628101431353628628 14821168031482177071680314639 101437410148211803658592412111275 148215859241215859258871680314821168032412113978 
1,1014346825859241212588716803 46827410617513173107722412125887 58591014310143741014639131735859241211014316803 101434682585918036139781680314639 62816803101431397810772741024121 21039107722412124121107726284682 6281680310143135314639107721397811275 14821585914639248481680313978 58591014313978 1317316803628101431463910772770716803 
2,1014358591803614821585924121 1803658591463913978241211680314639 58597707617516803 131731680316101168036175741018036 77071353628107722412116803628628 10143741024121139781077224121135316803 210397410101431353628 1803614639741016101107721317316803 2663135358596175107721397811275 146391680362813978585913531463958592412113978 628168031463916101107721014316803 101431353628139787410148211680314639 628585911275 10143468214639107726281397874101803646821680314639 488611275241212412116803 10143168037410 180365859180365859 174927410468224121 146391353628628107725859 
1,101431463958592412116803 488674101353617513173 10772241216281397858596175 7410241217707741058591463913173 1397848867410 21039146391680310772258874682139781680314639 741014639131731680314639 62810772241212588758591803674101463916803585924121 62846821077218036 74104886241211680314639 14821585962813978168031463977071353617524848 
1,77071353628107722412116803628628 1317310772161011680362813978 258871680324121168031463958591397816803628 101437410241216287410617510772131735859139781680313173 241211680313978 6285859617516803 16803135314639 14821107726175617510772741024121 58592412124121135358596175617511275 1014313531463914639168032412113978617511275 16803148211803661757410112751680316803 
1,5859131731803624121168034886628 21039168037707 21039107722412124121107726284682 146391680358596175 168036281397858591397816803 1077224121161011680362813978741014639 62818036741024121131735859 74101127517492 4682168036175 628131735859 16101 628585911275 13978741013173585911275 62861751077218036 241211680313978 61757410628628 16803135314639 14821107726175617510772741024121 135362813173 18036146397410210391077213978 16803135314639 14821107726175617510772741024121 
1,101437410148211803658592412111275 16803135314639 770724121 58596286281680313978 10143741013532412113978 58591482174102412125887 21039107721610116803 61755859146392588716803 628468258591463916803468274106175131731680314639 21039107722412124121107726284682 10772241216281353146391680314639 1077261751482158591463910772241211680324121 16101585914639148215859 48861680361756175 21039107722412124121107726284682 6281397858591397816803 18036168032412162810772741024121 2103913532412113173 161011680314639 
1,58591317313173107721397810772741024121 16803148211803661757410112751680316803 6175585911275 24121741013978107721014316803 488646827410617516803 488674101463924848210397410146391014316803 6175585911275 628468274101463913978 18036168031463910772741013173 24121168031680313173 
0,10143468216803628628241214886107722412116803 10772488614821 14821107722412113531397816803 10143468258591463913978 62814821585961756175 10143585918036 13978468214639168035859139781680324121 131731680362810143168032412113173 13978146391077258592412125887617516803 77071463916803585924848131737410488624121 4682139781397818036 6281397824848628 101437410 14639 248482484814821 
1,101437410146391803674101463958591397816803 1353180361317358591397816803 10143 1014374101482114821135324121107721014358591397810772741024121 61751397813173 21039107722412124121107726284682 1397816803101434682241217410617574102588711275 25887146397410135318036 13978168036175168036281397816803 101437410146391803674101463958591397810772741024121 74101482121056 468216803617562810772241212484810772 13978617513978 16101 14639168031803674101463913978 48861680313173241211680362813173585911275 2103916803770714639135358591463911275 7410180361680314639585913978107722412125887 18036146397410210391077213978 16803135314639 241211680313978 6285859617516803 16803135314639 1127516803585914639 
1,628139787410101432484846827410617514821 7707585962816803 2412174101463913173168035859 770758592412124848 628139787410 24121131735859 628585911275 112751680362813978168031463913173585911275 4682107721463916803 101435859628180361680314639 16101741024121 24848741062824848135361756175 617516803585913173 101437410146391803674101463958591397816803 14821168031463910143468258592412113978 770758592412124848 10143585918036107721397858596175 14821585914639248481680313978 1353241211077213978 168032103921039168031014313978107721610116803 628168031803613978168031482177071680314639 
0,1397874101397858596175 24121168031680313173 6281397858592103921039 10143135313978 1014374101463914639168036281803674102412113173 14821585924121 1127516803585914639 
2,21039107722412124121107726284682 210391077277071680314639 1803661755859628139781077210143 180361463974101317313531014313978 148215859248481680314639 628135374101482110772241211680324121 101437410146391803674101463958591397810772741024121 628585911275 241211680313978 61757410628628 241215859146391463974104886 14821617524121 168031353146397410 14821617524121 21039107721463962813978 24121107722412116803 14821741024121139784682 14821617524121 168031353146397410 14821617524121 18036168031463910772741013173 
2,101437410148211803658592412110772168036282103914639168036282412110772617561757410 628468258591463916803 1749213531482118036 628107726175161011680314639 1803614639107721014316803 77071463916803585924848 
1,7707617513531680348861077224121 6281680310143135314639107721397811275 585916101585910772617558597707617516803 14821741024121139784682617511275 62813537707628101431463910772180361397810772741024121 
2,7410180361680314639585913978107722412125887 18036146397410210391077213978 16803135314639 1482124121 16803135314639 1482124121 
2,21039107722412124121107726284682 14639585910772628107727410 1317310772585925887241217410628139781077210143628 61755859135324121101434682 24121168034886 13173241215859 7707585962816803 26631353107721014324848 139781680362813978 168032412162813531463916803 628585921039168031397811275 210397410741013173 
1,24121741024121 146391680310143135314639 10143741062813978 101435859135362816803 1397858596175168032412113978135314821 180361463916803148211680313173107725859 77071353628107722412116803628628 585914639168035859 1463916803628139781463913531014313978135314639107722412125887 585914821741013532412113978 14821617524121 168031353146397410 14821617524121 107722412110143617513531317316803 101437410148211803658592412111275 210391077224121585924121101431077258596175 14639168036281353617513978 628168031014374102412113173 26631353585914639139781680314639 
2,21039107722412124121107726284682 62874102103913978488658591463916803 1317316803161011680361757410180361680314639 77075859628488658591463916803 74101127517492 628585911275 24121741016101168031482177071680314639 1353 6281353770762810772131731077258591463911275 77075859628488658591463916803 107722412110143 741014639131731680314639 1803614639741016101107721317316803 62874102103913978488658591463916803 10143741024121139781463958591014313978 6175107722103916803101431127510143617516803 148215859241215859258871680314821168032412113978 135324121241215859148211680313173 1353 148211680313173107721014358596175 1397816803101434682241217410617574102588711275 101437410148211803658592412111275 
1,10143468258591077224121 135324121107721397816803 101431680324121139781463916803 168032412113173 
1,1077214821180367410146391397858592412113978 139784682107722412125887 24848168031680318036 770758592412124848 16803210561077262813978 101431353628139787410148211680314639 
1,1803614639107721014316803 6281397858591077224121617516803628628 6281397816803168036175 585961756287410 146391077262816803 1680313531463974101803616803 
1,628488616803131731680324121 2588758596175617516803146391077221056 585910143101431353148211353617558591397816803 6281680324848 131731680324121741014821107722412158591397816803 6285859617516803 16803135314639 131731680324121741014821107722412158591397816803 6285859617516803 
0,107726281463925887 107726281463925887 628468274101463913978 4682139781397818036 6281397824848628 101437410 21039 16101161011353 4682139781397818036 6281397824848628 101437410 10143 26631463914821 
2,131735859146395859 77071463916803585924848107722412125887 
1,1397874101397858596175 24121168034886 1014310772139781127510143741024121 628468258591463916803 24121741014821107722412158596175 1610158596175135316803 16803135314639 180361680314639 628468258591463916803 62813537707628101431463910772770716803 58591803614639107726175 16803210561680314639101431077262816803 7707 10143 7410180361397810772741024121 7707585962816803 101437410148211803658592412111275 6281397874101014324848 7410180361397810772741024121 180366175585924121 
2,58595859180366175 62813531463916803 628468274101463913978 46827410617513173 770714639168035859139784682 4682741018036 148211077214639585910143617516803 617574106175 
1,148215859241215859258871680314821168032412113978 131731680310143107721317316803 168032412113173 1077224121101431463916803585962816803 10143585913978468274101317316803 10143741018036180361680314639 10143585918036585910143107721397811275 
1,107721482158592588716803 131735859139785859 180361463974101317313531014316803 770714639741048866281680314639 18036468274102412116803 6281680314639161011680314639 1014374102412116101168031463913978 7707107721397814821585918036180361680313173 107721482158592588716803 628168032412113173 4682585924121131736281680313978 1317310772628180366175585911275 
2,6284682107721463916803 628585911275 10772241211397816803146392412158596175 628112752412116803146392588711275 25887741058596175 770758592105658596175139785859 131731680358596175 468210772258874682 
1,74102412116803 61755859146392588716803 1803614639741017492168031014313978 1482158592588758592220107722412116803 1317310772161011077262810772741024121 62858592412174101482158594886628741011275 6285859241217410148215859 1482158592588758592220107722412116803 1077224121139781680314639241215859139781077274102412158596175 7707168031014374101482116803 61755859135324121101434682 14639135362862810772585924121 1482158592588758592220107722412116803 25887617574101463910772112755859 
1,21039107722412124121107726284682 585910772146396175107722412116803 2103910772241212412158591077214639 6281397858591463913978 1397816803148211803674101463958591463911275 617558591127574102103921039 10143585977071077224121 1014314639168034886 2103916803770714639135358591463911275 
1,62816803617561751680314639 210397410135324121131731680314639 101437410148211803658592412111275 
1,210397410741013173628168031463916101107721014316803 101437410241216281353148211680314639 258877410741013173 14821585914639248481680313978 62816803146391610116803 5859180361803614639741021056107721482158591397816803617511275 1803616803741018036617516803 148215859241211353210395859101431397813531463916803 1353241211077213978 6281680316101168031463958596175 6285859617516803 74102103921039107721014316803 101437410135324121139781463911275 
1,5859101432663135310772628107721397810772741024121 2103914639741022201680324121 210397410741013173 21039107726284682 628168031014313978741014639 617574102412125887 628112752412116803146392588711275 6175 2191724121241211680324121 13978168034682139785859585913978 77071353628107722412116803628628 
2,25887241211463910143 21039107722412113173 6281353180361803674101463913978 13173585911275 6175107722412116803 21039585914639 
